exercise_name,muscle_slug,role,activation_pct
Dumbbell Over Bench Wrist Curl,forearms,primary,90
Dumbbell Over Bench Wrist Curl,biceps_brachii,secondary,40
Dumbbell Over Bench Wrist Curl,brachialis,secondary,45
Dumbbell Palm Rotational Bent Over Row,trapezius,primary,85
Dumbbell Palm Rotational Bent Over Row,biceps_brachii,secondary,50
Dumbbell Palm Rotational Bent Over Row,forearms,secondary,45
Dumbbell Palms In Incline Bench Press,triceps_brachii,primary,90
Dumbbell Palms In Incline Bench Press,pectoralis_major,secondary,55
Dumbbell Palms In Incline Bench Press,anterior_deltoid,secondary,50
Dumbbell Plyo Squat,gluteus_maximus,primary,90
Dumbbell Plyo Squat,quadriceps,secondary,55
Dumbbell Plyo Squat,hamstrings,secondary,45
Dumbbell Plyo Squat,calves,secondary,50
Dumbbell Preacher Curl,biceps_brachii,primary,90
Dumbbell Preacher Curl,forearms,secondary,45
Dumbbell Preacher Curl Over Exercise Ball,biceps_brachii,primary,90
Dumbbell Preacher Curl Over Exercise Ball,forearms,secondary,45
Dumbbell Preacher Hammer Curl,biceps_brachii,primary,90
Dumbbell Preacher Hammer Curl,forearms,secondary,55
Dumbbell Press On Exercise Ball,pectoralis_major,primary,85
Dumbbell Press On Exercise Ball,anterior_deltoid,secondary,50
Dumbbell Press On Exercise Ball,triceps_brachii,secondary,55
Dumbbell Pronate-grip Triceps Extension,triceps_brachii,primary,90
Dumbbell Pronate-grip Triceps Extension,forearms,secondary,45
Dumbbell Prone Incline Curl,biceps_brachii,primary,90
Dumbbell Prone Incline Curl,forearms,secondary,45
Dumbbell Prone Incline Hammer Curl,biceps_brachii,primary,92
Dumbbell Prone Incline Hammer Curl,forearms,secondary,58
Dumbbell Pullover,pectoralis_major,primary,80
Dumbbell Pullover,latissimus_dorsi,secondary,50
Dumbbell Pullover,triceps_brachii,secondary,35
Dumbbell Pullover Hip Extension On Exercise Ball,pectoralis_major,primary,80
Dumbbell Pullover Hip Extension On Exercise Ball,triceps_brachii,secondary,45
Dumbbell Pullover Hip Extension On Exercise Ball,lateral_deltoid,secondary,40
Dumbbell Pullover Hip Extension On Exercise Ball,rectus_abdominis,secondary,55
Dumbbell Pullover On Exercise Ball,pectoralis_major,primary,80
Dumbbell Pullover On Exercise Ball,triceps_brachii,secondary,40
Dumbbell Pullover On Exercise Ball,latissimus_dorsi,secondary,55
Dumbbell Push Press,anterior_deltoid,primary,90
Dumbbell Push Press,triceps_brachii,secondary,50
Dumbbell Push Press,rectus_abdominis,secondary,55
Dumbbell Raise,lateral_deltoid,primary,90
Dumbbell Raise,trapezius,secondary,50
Dumbbell Raise,rhomboids,secondary,45
Dumbbell Rear Delt Raise,posterior_deltoid,primary,90
Dumbbell Rear Delt Raise,trapezius,secondary,50
Dumbbell Rear Delt Raise,rhomboids,secondary,45
Dumbbell Rear Delt Row (shoulder),posterior_deltoid,primary,85
Dumbbell Rear Delt Row (shoulder),trapezius,secondary,50
Dumbbell Rear Delt Row (shoulder),rhomboids,secondary,55
Dumbbell Rear Fly,posterior_deltoid,primary,85
Dumbbell Rear Fly,trapezius,secondary,45
Dumbbell Rear Fly,rhomboids,secondary,45
Dumbbell Rear Lateral Raise,posterior_deltoid,primary,85
Dumbbell Rear Lateral Raise,trapezius,secondary,45
Dumbbell Rear Lateral Raise,rhomboids,secondary,40
Dumbbell Rear Lateral Raise (support Head),posterior_deltoid,primary,85
Dumbbell Rear Lateral Raise (support Head),trapezius,secondary,45
Dumbbell Rear Lateral Raise (support Head),rhomboids,secondary,40
Dumbbell Rear Lunge,gluteus_maximus,primary,85
Dumbbell Rear Lunge,quadriceps,secondary,50
Dumbbell Rear Lunge,hamstrings,secondary,40
Dumbbell Rear Lunge,calves,secondary,35
Dumbbell Reverse Bench Press,pectoralis_major,primary,80
Dumbbell Reverse Bench Press,triceps_brachii,secondary,55
Dumbbell Reverse Bench Press,posterior_deltoid,secondary,40
Dumbbell Reverse Fly,posterior_deltoid,primary,85
Dumbbell Reverse Fly,trapezius,secondary,50
Dumbbell Reverse Fly,rhomboids,secondary,50
Dumbbell Reverse Grip Biceps Curl,biceps_brachii,primary,85
Dumbbell Reverse Grip Biceps Curl,forearms,secondary,45
Dumbbell Reverse Grip Incline Bench One Arm Row,trapezius,primary,85
Dumbbell Reverse Grip Incline Bench One Arm Row,biceps_brachii,secondary,55
Dumbbell Reverse Grip Incline Bench One Arm Row,posterior_deltoid,secondary,45
Dumbbell Reverse Grip Incline Bench Two Arm Row,trapezius,primary,82
Dumbbell Reverse Grip Incline Bench Two Arm Row,biceps_brachii,secondary,57
Dumbbell Reverse Grip Incline Bench Two Arm Row,forearms,secondary,52
Dumbbell Reverse Grip Row (female),trapezius,primary,80
Dumbbell Reverse Grip Row (female),biceps_brachii,secondary,55
Dumbbell Reverse Grip Row (female),forearms,secondary,45
Dumbbell Reverse Preacher Curl,biceps_brachii,primary,80
Dumbbell Reverse Preacher Curl,forearms,secondary,55
Dumbbell Reverse Spider Curl,biceps_brachii,primary,80
Dumbbell Reverse Spider Curl,forearms,secondary,55
Dumbbell Reverse Wrist Curl,forearms,primary,85
Dumbbell Reverse Wrist Curl,biceps_brachii,secondary,40
Dumbbell Reverse Wrist Curl,brachialis,secondary,45
Dumbbell Romanian Deadlift,gluteus_maximus,primary,85
Dumbbell Romanian Deadlift,hamstrings,secondary,55
Dumbbell Romanian Deadlift,erector_spinae,secondary,50
Dumbbell Rotation Reverse Fly,posterior_deltoid,primary,85
Dumbbell Rotation Reverse Fly,trapezius,secondary,45
Dumbbell Rotation Reverse Fly,rhomboids,secondary,50
Dumbbell Scott Press,anterior_deltoid,primary,90
Dumbbell Scott Press,triceps_brachii,secondary,50
Dumbbell Scott Press,pectoralis_major,secondary,45
Dumbbell Seated Alternate Front Raise,anterior_deltoid,primary,90
Dumbbell Seated Alternate Front Raise,trapezius,secondary,50
Dumbbell Seated Alternate Front Raise,biceps_brachii,secondary,40
Dumbbell Seated Alternate Hammer Curl On Exercise Ball,biceps_brachii,primary,88
Dumbbell Seated Alternate Hammer Curl On Exercise Ball,forearms,secondary,55
Dumbbell Seated Alternate Press,anterior_deltoid,primary,85
Dumbbell Seated Alternate Press,triceps_brachii,secondary,50
Dumbbell Seated Alternate Press,pectoralis_major,secondary,40
Dumbbell Seated Alternate Shoulder,lateral_deltoid,primary,85
Dumbbell Seated Alternate Shoulder,triceps_brachii,secondary,50
Dumbbell Seated Alternate Shoulder,trapezius,secondary,45
Dumbbell Seated Bench Extension,triceps_brachii,primary,90
Dumbbell Seated Bench Extension,anterior_deltoid,secondary,45
Dumbbell Seated Bent Arm Lateral Raise,posterior_deltoid,primary,90
Dumbbell Seated Bent Arm Lateral Raise,trapezius,secondary,50
Dumbbell Seated Bent Arm Lateral Raise,rhomboids,secondary,48
Dumbbell Seated Bent Over Alternate Kickback,triceps_brachii,primary,85
Dumbbell Seated Bent Over Alternate Kickback,posterior_deltoid,secondary,45
Dumbbell Seated Bent Over Alternate Kickback,latissimus_dorsi,secondary,35
Dumbbell Seated Bent Over Triceps Extension,triceps_brachii,primary,90
Dumbbell Seated Bent Over Triceps Extension,posterior_deltoid,secondary,50
Dumbbell Seated Bent Over Triceps Extension,latissimus_dorsi,secondary,40
Dumbbell Seated Bicep Curl,biceps_brachii,primary,90
Dumbbell Seated Bicep Curl,forearms,secondary,45
Dumbbell Seated Biceps Curl (on Stability Ball),biceps_brachii,primary,85
Dumbbell Seated Biceps Curl (on Stability Ball),forearms,secondary,50
Dumbbell Seated Biceps Curl To Shoulder Press,biceps_brachii,primary,85
Dumbbell Seated Biceps Curl To Shoulder Press,anterior_deltoid,secondary,55
Dumbbell Seated Calf Raise,calves,primary,85
Dumbbell Seated Calf Raise,hamstrings,secondary,35
Dumbbell Seated Curl,biceps_brachii,primary,92
Dumbbell Seated Curl,forearms,secondary,48
Dumbbell Seated Front Raise,anterior_deltoid,primary,92
Dumbbell Seated Front Raise,trapezius,secondary,47
Dumbbell Seated Front Raise,biceps_brachii,secondary,38
Dumbbell Seated Hammer Curl,biceps_brachii,primary,82
Dumbbell Seated Hammer Curl,forearms,secondary,55
Dumbbell Seated Inner Biceps Curl,biceps_brachii,primary,90
Dumbbell Seated Inner Biceps Curl,forearms,secondary,45
Dumbbell Seated Kickback,triceps_brachii,primary,85
Dumbbell Seated Kickback,lateral_deltoid,secondary,35
Dumbbell Seated Lateral Raise,lateral_deltoid,primary,92
Dumbbell Seated Lateral Raise,trapezius,secondary,48
Dumbbell Seated Lateral Raise V. 2,lateral_deltoid,primary,90
Dumbbell Seated Lateral Raise V. 2,trapezius,secondary,45
Dumbbell Seated Lateral Raise V. 2,triceps_brachii,secondary,40
Dumbbell Seated Neutral Wrist Curl,biceps_brachii,primary,75
Dumbbell Seated Neutral Wrist Curl,forearms,secondary,45
Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,biceps_brachii,primary,90
Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,forearms,secondary,50
Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,lateral_deltoid,secondary,40
Dumbbell Seated One Arm Kickback,triceps_brachii,primary,90
Dumbbell Seated One Arm Kickback,lateral_deltoid,secondary,45
Dumbbell Seated One Arm Rotate,forearms,primary,85
Dumbbell Seated One Arm Rotate,lateral_deltoid,secondary,35
Dumbbell Seated One Arm Rotate,biceps_brachii,secondary,55
Dumbbell Seated One Leg Calf Raise,calves,primary,90
Dumbbell Seated One Leg Calf Raise,hamstrings,secondary,45
Dumbbell Seated One Leg Calf Raise,gluteus_maximus,secondary,30
Dumbbell Seated One Leg Calf Raise - Hammer Grip,calves,primary,90
Dumbbell Seated One Leg Calf Raise - Hammer Grip,hamstrings,secondary,45
Dumbbell Seated One Leg Calf Raise - Hammer Grip,gluteus_maximus,secondary,40
Dumbbell Seated One Leg Calf Raise - Palm Up,calves,primary,90
Dumbbell Seated One Leg Calf Raise - Palm Up,hamstrings,secondary,45
Dumbbell Seated One Leg Calf Raise - Palm Up,gluteus_maximus,secondary,40
Dumbbell Seated Palms Up Wrist Curl,forearms,primary,88
Dumbbell Seated Palms Up Wrist Curl,biceps_brachii,secondary,45
Dumbbell Seated Palms Up Wrist Curl,lateral_deltoid,secondary,35
Dumbbell Seated Preacher Curl,biceps_brachii,primary,92
Dumbbell Seated Preacher Curl,forearms,secondary,50
Dumbbell Seated Reverse Grip Concentration Curl,biceps_brachii,primary,90
Dumbbell Seated Reverse Grip Concentration Curl,forearms,secondary,45
Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension,triceps_brachii,primary,92
Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension,posterior_deltoid,secondary,48
Dumbbell Seated Shoulder Press,anterior_deltoid,primary,90
Dumbbell Seated Shoulder Press,triceps_brachii,secondary,45
Dumbbell Seated Shoulder Press,trapezius,secondary,40
Dumbbell Seated Shoulder Press (parallel Grip),anterior_deltoid,primary,85
Dumbbell Seated Shoulder Press (parallel Grip),triceps_brachii,secondary,50
Dumbbell Seated Shoulder Press (parallel Grip),trapezius,secondary,45
Dumbbell Seated Triceps Extension,triceps_brachii,primary,92
Dumbbell Seated Triceps Extension,lateral_deltoid,secondary,45
Dumbbell Side Bend,rectus_abdominis,primary,80
Dumbbell Side Bend,obliques,secondary,55
Dumbbell Side Lying One Hand Raise,lateral_deltoid,primary,85
Dumbbell Side Lying One Hand Raise,trapezius,secondary,45
Dumbbell Side Lying One Hand Raise,rhomboids,secondary,40
Dumbbell Side Plank With Rear Fly,trapezius,primary,85
Dumbbell Side Plank With Rear Fly,posterior_deltoid,secondary,55
Dumbbell Side Plank With Rear Fly,rectus_abdominis,secondary,50
Dumbbell Single Arm Overhead Carry,anterior_deltoid,primary,90
Dumbbell Single Arm Overhead Carry,trapezius,secondary,50
Dumbbell Single Arm Overhead Carry,rectus_abdominis,secondary,45
Dumbbell Single Leg Calf Raise,calves,primary,90
Dumbbell Single Leg Deadlift,gluteus_maximus,primary,90
Dumbbell Single Leg Deadlift,hamstrings,secondary,50
Dumbbell Single Leg Deadlift,erector_spinae,secondary,55
Dumbbell Single Leg Deadlift With Stepbox Support,gluteus_maximus,primary,85
Dumbbell Single Leg Deadlift With Stepbox Support,hamstrings,secondary,55
Dumbbell Single Leg Deadlift With Stepbox Support,erector_spinae,secondary,50
Dumbbell Single Leg Split Squat,quadriceps,primary,85
Dumbbell Single Leg Split Squat,gluteus_maximus,secondary,50
Dumbbell Single Leg Split Squat,hamstrings,secondary,40
Dumbbell Single Leg Split Squat,calves,secondary,45
Dumbbell Single Leg Squat,gluteus_maximus,primary,88
Dumbbell Single Leg Squat,quadriceps,secondary,55
Dumbbell Single Leg Squat,hamstrings,secondary,42
Dumbbell Single Leg Squat,calves,secondary,38
Dumbbell Squat,gluteus_maximus,primary,85
Dumbbell Squat,quadriceps,secondary,55
Dumbbell Squat,hamstrings,secondary,45
Dumbbell Squat,calves,secondary,40
Dumbbell Standing Alternate Hammer Curl And Press,biceps_brachii,primary,80
Dumbbell Standing Alternate Hammer Curl And Press,forearms,secondary,50
Dumbbell Standing Alternate Hammer Curl And Press,anterior_deltoid,secondary,55
Dumbbell Standing Alternate Overhead Press,anterior_deltoid,primary,85
Dumbbell Standing Alternate Overhead Press,triceps_brachii,secondary,50
Dumbbell Standing Alternate Overhead Press,rectus_abdominis,secondary,45
Dumbbell Standing Alternate Raise,lateral_deltoid,primary,85
Dumbbell Standing Alternate Raise,trapezius,secondary,40
Dumbbell Standing Alternate Raise,forearms,secondary,35
Dumbbell Standing Alternating Tricep Kickback,triceps_brachii,primary,85
Dumbbell Standing Alternating Tricep Kickback,lateral_deltoid,secondary,45
Dumbbell Standing Around World,lateral_deltoid,primary,90
Dumbbell Standing Around World,triceps_brachii,secondary,45
Dumbbell Standing Around World,forearms,secondary,55
Dumbbell Standing Bent Over One Arm Triceps Extension,triceps_brachii,primary,85
Dumbbell Standing Bent Over One Arm Triceps Extension,posterior_deltoid,secondary,45
Dumbbell Standing Bent Over One Arm Triceps Extension,latissimus_dorsi,secondary,35
Dumbbell Standing Bent Over Two Arm Triceps Extension,triceps_brachii,primary,88
Dumbbell Standing Bent Over Two Arm Triceps Extension,posterior_deltoid,secondary,45
Dumbbell Standing Bent Over Two Arm Triceps Extension,latissimus_dorsi,secondary,38
Dumbbell Standing Biceps Curl,biceps_brachii,primary,90
Dumbbell Standing Biceps Curl,forearms,secondary,50
Dumbbell Standing Calf Raise,calves,primary,90
Dumbbell Standing Concentration Curl,biceps_brachii,primary,92
Dumbbell Standing Concentration Curl,forearms,secondary,55
Dumbbell Standing Front Raise Above Head,anterior_deltoid,primary,85
Dumbbell Standing Front Raise Above Head,trapezius,secondary,50
Dumbbell Standing Front Raise Above Head,biceps_brachii,secondary,35
Dumbbell Standing Inner Biceps Curl V. 2,biceps_brachii,primary,90
Dumbbell Standing Inner Biceps Curl V. 2,forearms,secondary,50
Dumbbell Standing Kickback,triceps_brachii,primary,88
Dumbbell Standing Kickback,lateral_deltoid,secondary,42
Dumbbell Standing One Arm Concentration Curl,biceps_brachii,primary,90
Dumbbell Standing One Arm Concentration Curl,forearms,secondary,45
Dumbbell Standing One Arm Curl (over Incline Bench),biceps_brachii,primary,90
Dumbbell Standing One Arm Curl (over Incline Bench),forearms,secondary,45
Dumbbell Standing One Arm Curl Over Incline Bench,biceps_brachii,primary,90
Dumbbell Standing One Arm Curl Over Incline Bench,forearms,secondary,50
Dumbbell Standing One Arm Extension,triceps_brachii,primary,85
Dumbbell Standing One Arm Extension,lateral_deltoid,secondary,50
Dumbbell Standing One Arm Palm In Press,anterior_deltoid,primary,90
Dumbbell Standing One Arm Palm In Press,triceps_brachii,secondary,50
Dumbbell Standing One Arm Palm In Press,rectus_abdominis,secondary,55
Dumbbell Standing One Arm Reverse Curl,biceps_brachii,primary,75
Dumbbell Standing One Arm Reverse Curl,forearms,secondary,55
Dumbbell Standing Overhead Press,anterior_deltoid,primary,90
Dumbbell Standing Overhead Press,triceps_brachii,secondary,50
Dumbbell Standing Overhead Press,trapezius,secondary,45
Dumbbell Standing Palms In Press,anterior_deltoid,primary,90
Dumbbell Standing Palms In Press,triceps_brachii,secondary,50
Dumbbell Standing Palms In Press,pectoralis_major,secondary,45
Dumbbell Standing Preacher Curl,biceps_brachii,primary,90
Dumbbell Standing Preacher Curl,forearms,secondary,50
Dumbbell Standing Reverse Curl,biceps_brachii,primary,75
Dumbbell Standing Reverse Curl,forearms,secondary,55
Dumbbell Standing Triceps Extension,triceps_brachii,primary,90
Dumbbell Standing Triceps Extension,lateral_deltoid,secondary,50
Dumbbell Standing Zottman Preacher Curl,biceps_brachii,primary,90
Dumbbell Standing Zottman Preacher Curl,forearms,secondary,55
Dumbbell Step Up Single Leg Balance With Bicep Curl,biceps_brachii,primary,85
Dumbbell Step Up Single Leg Balance With Bicep Curl,quadriceps,secondary,50
Dumbbell Step Up Single Leg Balance With Bicep Curl,gluteus_maximus,secondary,55
Dumbbell Step Up Single Leg Balance With Bicep Curl,hamstrings,secondary,45
Dumbbell Step-up,gluteus_maximus,primary,85
Dumbbell Step-up,quadriceps,secondary,55
Dumbbell Step-up,hamstrings,secondary,45
Dumbbell Step-up,calves,secondary,40
Dumbbell Step-up Lunge,quadriceps,primary,90
Dumbbell Step-up Lunge,gluteus_maximus,secondary,55
Dumbbell Step-up Lunge,hamstrings,secondary,40
Dumbbell Step-up Lunge,calves,secondary,35
Dumbbell Step-up Split Squat,quadriceps,primary,85
Dumbbell Step-up Split Squat,gluteus_maximus,secondary,50
Dumbbell Step-up Split Squat,hamstrings,secondary,40
Dumbbell Step-up Split Squat,calves,secondary,35
Dumbbell Stiff Leg Deadlift,gluteus_maximus,primary,85
Dumbbell Stiff Leg Deadlift,hamstrings,secondary,55
Dumbbell Stiff Leg Deadlift,erector_spinae,secondary,50
Dumbbell Straight Arm Pullover,pectoralis_major,primary,80
Dumbbell Straight Arm Pullover,latissimus_dorsi,secondary,55
Dumbbell Straight Arm Pullover,triceps_brachii,secondary,45
Dumbbell Straight Leg Deadlift,gluteus_maximus,primary,80
Dumbbell Straight Leg Deadlift,hamstrings,secondary,55
Dumbbell Straight Leg Deadlift,erector_spinae,secondary,50
Dumbbell Sumo Pull Through,gluteus_maximus,primary,90
Dumbbell Sumo Pull Through,hamstrings,secondary,55
Dumbbell Sumo Pull Through,quadriceps,secondary,40
Dumbbell Sumo Pull Through,rectus_abdominis,secondary,45
Dumbbell Supported Squat,quadriceps,primary,85
Dumbbell Supported Squat,gluteus_maximus,secondary,50
Dumbbell Supported Squat,hamstrings,secondary,40
Dumbbell Supported Squat,calves,secondary,35
Dumbbell Tate Press,triceps_brachii,primary,90
Dumbbell Tate Press,anterior_deltoid,secondary,40
Dumbbell Tricep Kickback With Stork Stance,triceps_brachii,primary,90
Dumbbell Tricep Kickback With Stork Stance,lateral_deltoid,secondary,45
Dumbbell Twisting Bench Press,triceps_brachii,primary,85
Dumbbell Twisting Bench Press,pectoralis_major,secondary,45
Dumbbell Twisting Bench Press,anterior_deltoid,secondary,55
Dumbbell Upright Row,lateral_deltoid,primary,85
Dumbbell Upright Row,trapezius,secondary,50
Dumbbell Upright Row,biceps_brachii,secondary,45
Dumbbell Upright Row (back Pov),lateral_deltoid,primary,85
Dumbbell Upright Row (back Pov),trapezius,secondary,50
Dumbbell Upright Row (back Pov),biceps_brachii,secondary,40
Dumbbell Upright Shoulder External Rotation,lateral_deltoid,primary,75
Dumbbell Upright Shoulder External Rotation,rotator_cuff,secondary,55
Dumbbell Upright Shoulder External Rotation,trapezius,secondary,40
Dumbbell W-press,anterior_deltoid,primary,90
Dumbbell W-press,triceps_brachii,secondary,50
Dumbbell W-press,pectoralis_major,secondary,45
Dumbbell Waiter Biceps Curl,biceps_brachii,primary,85
Dumbbell Waiter Biceps Curl,forearms,secondary,45
Dumbbell Waiter Biceps Curl,lateral_deltoid,secondary,40
Dumbbell Zottman Curl,biceps_brachii,primary,85
Dumbbell Zottman Curl,forearms,secondary,45
Dumbbell Zottman Preacher Curl,biceps_brachii,primary,92
Dumbbell Zottman Preacher Curl,forearms,secondary,58
Dumbbells Seated Triceps Extension,triceps_brachii,primary,92
Dumbbells Seated Triceps Extension,lateral_deltoid,secondary,48
Dynamic Chest Stretch (male),pectoralis_major,primary,85
Dynamic Chest Stretch (male),anterior_deltoid,secondary,38
Dynamic Chest Stretch (male),triceps_brachii,secondary,35
Elbow Dips,triceps_brachii,primary,90
Elbow Dips,pectoralis_major,secondary,50
Elbow Dips,anterior_deltoid,secondary,45
Elbow Lift - Reverse Push-up,trapezius,primary,85
Elbow Lift - Reverse Push-up,triceps_brachii,secondary,55
Elbow Lift - Reverse Push-up,posterior_deltoid,secondary,45
Elbow-to-knee,rectus_abdominis,primary,82
Elbow-to-knee,obliques,secondary,47
Elevator,trapezius,primary,85
Elevator,lateral_deltoid,secondary,45
Exercise Ball Alternating Arm Ups,latissimus_dorsi,primary,80
Exercise Ball Alternating Arm Ups,lateral_deltoid,secondary,45
Exercise Ball Alternating Arm Ups,rectus_abdominis,secondary,50
Exercise Ball Back Extension With Arms Extended,erector_spinae,primary,90
Exercise Ball Back Extension With Arms Extended,gluteus_maximus,secondary,50
Exercise Ball Back Extension With Arms Extended,hamstrings,secondary,45
Exercise Ball Back Extension With Hands Behind Head,erector_spinae,primary,90
Exercise Ball Back Extension With Hands Behind Head,gluteus_maximus,secondary,45
Exercise Ball Back Extension With Hands Behind Head,hamstrings,secondary,40
Exercise Ball Back Extension With Knees Off Ground,erector_spinae,primary,85
Exercise Ball Back Extension With Knees Off Ground,gluteus_maximus,secondary,50
Exercise Ball Back Extension With Knees Off Ground,hamstrings,secondary,45
Exercise Ball Back Extension With Rotation,erector_spinae,primary,85
Exercise Ball Back Extension With Rotation,gluteus_maximus,secondary,50
Exercise Ball Back Extension With Rotation,hamstrings,secondary,45
Exercise Ball Dip,triceps_brachii,primary,85
Exercise Ball Dip,pectoralis_major,secondary,45
Exercise Ball Dip,anterior_deltoid,secondary,45
Exercise Ball Hip Flexor Stretch,gluteus_maximus,primary,75
Exercise Ball Hip Flexor Stretch,quadriceps,secondary,35
Exercise Ball Hip Flexor Stretch,hamstrings,secondary,35
Exercise Ball Hug,erector_spinae,primary,85
Exercise Ball Hug,lateral_deltoid,secondary,35
Exercise Ball Hug,pectoralis_major,secondary,45
Exercise Ball Lat Stretch,latissimus_dorsi,primary,70
Exercise Ball Lat Stretch,lateral_deltoid,secondary,45
Exercise Ball Lat Stretch,triceps_brachii,secondary,40
Exercise Ball Lower Back Stretch (pyramid),latissimus_dorsi,primary,70
Exercise Ball Lower Back Stretch (pyramid),gluteus_maximus,secondary,40
Exercise Ball Lower Back Stretch (pyramid),hamstrings,secondary,38
Exercise Ball Lying Side Lat Stretch,latissimus_dorsi,primary,70
Exercise Ball Lying Side Lat Stretch,lateral_deltoid,secondary,45
Exercise Ball Lying Side Lat Stretch,triceps_brachii,secondary,35
Exercise Ball On The Wall Calf Raise,calves,primary,90
Exercise Ball On The Wall Calf Raise,hamstrings,secondary,45
Exercise Ball On The Wall Calf Raise,quadriceps,secondary,45
Exercise Ball On The Wall Calf Raise (tennis Ball Between Ankles),calves,primary,90
Exercise Ball On The Wall Calf Raise (tennis Ball Between Ankles),hamstrings,secondary,45
Exercise Ball On The Wall Calf Raise (tennis Ball Between Ankles),quadriceps,secondary,55
Exercise Ball On The Wall Calf Raise (tennis Ball Between Knees),calves,primary,90
Exercise Ball On The Wall Calf Raise (tennis Ball Between Knees),quadriceps,secondary,40
Exercise Ball On The Wall Calf Raise (tennis Ball Between Knees),hamstrings,secondary,35
Exercise Ball One Leg Prone Lower Body Rotation,gluteus_maximus,primary,85
Exercise Ball One Leg Prone Lower Body Rotation,hamstrings,secondary,45
Exercise Ball One Leg Prone Lower Body Rotation,quadriceps,secondary,40
Exercise Ball One Leg Prone Lower Body Rotation,rectus_abdominis,secondary,50
Exercise Ball One Legged Diagonal Kick Hamstring Curl,gluteus_maximus,primary,90
Exercise Ball One Legged Diagonal Kick Hamstring Curl,hamstrings,secondary,55
Exercise Ball One Legged Diagonal Kick Hamstring Curl,calves,secondary,45
Exercise Ball Pike Push Up,pectoralis_major,primary,85
Exercise Ball Pike Push Up,anterior_deltoid,secondary,55
Exercise Ball Pike Push Up,triceps_brachii,secondary,50
Exercise Ball Pike Push Up,rectus_abdominis,secondary,55
Exercise Ball Prone Leg Raise,erector_spinae,primary,85
Exercise Ball Prone Leg Raise,rectus_abdominis,secondary,40
Exercise Ball Prone Leg Raise,gluteus_maximus,secondary,55
Exercise Ball Seated Hamstring Stretch,hamstrings,primary,68
Exercise Ball Seated Hamstring Stretch,gluteus_maximus,secondary,40
Exercise Ball Seated Hamstring Stretch,erector_spinae,secondary,45
Exercise Ball Seated Triceps Stretch,triceps_brachii,primary,75
Exercise Ball Seated Triceps Stretch,lateral_deltoid,secondary,40
Exercise Ball Supine Triceps Extension,triceps_brachii,primary,88
Exercise Ball Supine Triceps Extension,lateral_deltoid,secondary,38
Ez Bar French Press On Exercise Ball,triceps_brachii,primary,85
Ez Bar French Press On Exercise Ball,anterior_deltoid,secondary,45
Ez Bar Lying Bent Arms Pullover,latissimus_dorsi,primary,85
Ez Bar Lying Bent Arms Pullover,triceps_brachii,secondary,52
Ez Bar Lying Bent Arms Pullover,pectoralis_major,secondary,48
Ez Bar Lying Close Grip Triceps Extension Behind Head,triceps_brachii,primary,85
Ez Bar Lying Close Grip Triceps Extension Behind Head,lateral_deltoid,secondary,35
Ez Bar Reverse Grip Bent Over Row,trapezius,primary,85
Ez Bar Reverse Grip Bent Over Row,biceps_brachii,secondary,55
Ez Bar Reverse Grip Bent Over Row,forearms,secondary,50
Ez Bar Seated Close Grip Concentration Curl,biceps_brachii,primary,90
Ez Bar Seated Close Grip Concentration Curl,forearms,secondary,45
Ez Bar Standing French Press,triceps_brachii,primary,90
Ez Bar Standing French Press,anterior_deltoid,secondary,45
Ez Barbell Anti Gravity Press,anterior_deltoid,primary,85
Ez Barbell Anti Gravity Press,triceps_brachii,secondary,50
Ez Barbell Anti Gravity Press,pectoralis_major,secondary,45
Ez Barbell Close Grip Preacher Curl,biceps_brachii,primary,85
Ez Barbell Close Grip Preacher Curl,forearms,secondary,45
Ez Barbell Close-grip Curl,biceps_brachii,primary,90
Ez Barbell Close-grip Curl,forearms,secondary,50
Ez Barbell Curl,biceps_brachii,primary,90
Ez Barbell Curl,forearms,secondary,45
Ez Barbell Decline Close Grip Face Press,triceps_brachii,primary,90
Ez Barbell Decline Close Grip Face Press,pectoralis_major,secondary,45
Ez Barbell Decline Close Grip Face Press,anterior_deltoid,secondary,45
Ez Barbell Decline Triceps Extension,triceps_brachii,primary,92
Ez Barbell Decline Triceps Extension,lateral_deltoid,secondary,45
Ez Barbell Incline Triceps Extension,triceps_brachii,primary,90
Ez Barbell Incline Triceps Extension,lateral_deltoid,secondary,45
Ez Barbell Jm Bench Press,triceps_brachii,primary,90
Ez Barbell Jm Bench Press,pectoralis_major,secondary,45
Ez Barbell Jm Bench Press,anterior_deltoid,secondary,50
Ez Barbell Reverse Grip Curl,biceps_brachii,primary,85
Ez Barbell Reverse Grip Curl,forearms,secondary,55
Ez Barbell Reverse Grip Preacher Curl,biceps_brachii,primary,75
Ez Barbell Reverse Grip Preacher Curl,forearms,secondary,55
Ez Barbell Seated Curls,biceps_brachii,primary,88
Ez Barbell Seated Curls,forearms,secondary,52
Ez Barbell Seated Triceps Extension,triceps_brachii,primary,88
Ez Barbell Seated Triceps Extension,lateral_deltoid,secondary,45
Ez Barbell Spider Curl,biceps_brachii,primary,90
Ez Barbell Spider Curl,forearms,secondary,50
